PassengerId,Survived,Pclass,Sex,Age,Fare,FamilySize,Embarked_C,Embarked_Q,Embarked_S
109,0,1.0,1,0.4722292033174164,0.015411575213749284,0.0,0,0,1
110,1,1.0,0,0.3465694898215632,0.04713766070721715,0.1,0,1,0
111,0,0.0,1,0.5853229454636844,0.10149724044618187,0.0,0,0,1
112,0,1.0,0,0.17692887660216136,0.028212719478023115,0.1,1,0,0
113,0,1.0,1,0.2711736617240513,0.015712553569072387,0.0,0,0,1
114,0,1.0,0,0.24604171902488062,0.019177122834302632,0.1,0,0,1
115,0,1.0,0,0.20834380497612465,0.028220722145058292,0.0,1,0,0
116,0,1.0,1,0.2586076903744659,0.015468569817999833,0.0,0,0,1
117,0,1.0,1,0.8806232721789394,0.015126992566498259,0.0,0,1,0
118,0,0.5,1,0.35913546117114853,0.04098927018018883,0.1,0,0,1
119,0,0.0,1,0.2963056044232219,0.4831284260198326,0.1,1,0,0
120,0,1.0,0,0.01985423473234481,0.06104473451835265,0.6,0,0,1
121,0,0.5,1,0.2586076903744659,0.1434624456306609,0.2,0,0,1
122,0,1.0,1,0.3465694898215632,0.015712553569072387,0.0,0,0,1
123,0,0.5,1,0.40311636089469716,0.058694292654020104,0.1,1,0,0
124,1,0.5,0,0.40311636089469716,0.025374310111545468,0.0,0,0,1
125,0,0.0,1,0.6732847449107816,0.15085515328815924,0.1,0,0,1
126,1,1.0,1,0.14551394822819805,0.021942337075458514,0.1,1,0,0
127,0,1.0,1,0.3465694898215632,0.015126992566498259,0.0,0,1,0
128,1,1.0,1,0.2963056044232219,0.01393967004027879,0.0,0,0,1
129,1,1.0,0,0.3465694898215632,0.04364049521284361,0.2,1,0,0
130,0,1.0,1,0.5601910027645137,0.013614293309848433,0.0,0,0,1
131,0,1.0,1,0.4093993465694898,0.015411575213749284,0.0,1,0,0
132,0,1.0,1,0.24604171902488062,0.013760683560491965,0.0,0,0,1
133,0,1.0,0,0.5853229454636844,0.028302115124416098,0.1,0,0,1
134,1,0.5,0,0.35913546117114853,0.050748620223090936,0.1,0,0,1
135,0,0.5,1,0.3088715757728072,0.025374310111545468,0.0,0,0,1
136,0,0.5,1,0.2837396330736366,0.02936744577509929,0.0,1,0,0
137,1,0.0,0,0.23347574767529528,0.051301584996521765,0.2,0,0,1
138,0,0.0,1,0.4596632319678311,0.10364429745562033,0.1,0,0,1
139,0,1.0,1,0.19577783362653933,0.01798980030808316,0.0,0,0,1
140,0,0.0,1,0.2963056044232219,0.15458810467956932,0.0,1,0,0
141,0,1.0,0,0.3465694898215632,0.029757819776815374,0.2,1,0,0
142,1,1.0,0,0.2711736617240513,0.015126992566498259,0.0,0,0,1
143,1,1.0,0,0.2963056044232219,0.030937139635999665,0.1,0,0,1
144,0,1.0,1,0.23347574767529528,0.013175122557917838,0.0,0,1,0
145,0,0.5,1,0.22090977632570996,0.022446505098674834,0.0,0,0,1
146,0,0.5,1,0.23347574767529528,0.07173122281533045,0.2,0,0,1
147,1,1.0,1,0.33400351847197784,0.015216388212891242,0.0,0,0,1
148,0,1.0,0,0.10781603417944208,0.06709553154495196,0.4,0,0,1
149,0,0.5,1,0.4533802462930384,0.050748620223090936,0.2,0,0,1
150,0,0.5,1,0.5224930887157577,0.025374310111545468,0.0,0,0,1
151,0,0.5,1,0.6355868308620256,0.02444717185746977,0.0,0,0,1
152,1,0.0,0,0.2711736617240513,0.12999454257145598,0.1,0,0,1
153,0,1.0,1,0.6921337019351596,0.015712553569072387,0.0,0,0,1
154,0,1.0,1,0.5036441316913798,0.028302115124416098,0.2,0,0,1
155,0,1.0,1,0.3465694898215632,0.014273049437744325,0.0,0,0,1
156,0,0.0,1,0.6355868308620256,0.11980421963065935,0.1,1,0,0
157,1,1.0,0,0.19577783362653933,0.015094396337354966,0.0,0,1,0
158,0,1.0,1,0.37170143252073384,0.015712553569072387,0.0,0,0,1
159,0,1.0,1,0.3465694898215632,0.016908073949327893,0.0,0,0,1
160,0,1.0,1,0.3465694898215632,0.13575255909676823,1.0,0,0,1
161,0,1.0,1,0.5476250314149284,0.031425107138144774,0.1,0,0,1
162,1,0.5,0,0.4973611460165871,0.030741952635141623,0.0,0,0,1
163,0,1.0,1,0.32143754712239253,0.015175789316712771,0.0,0,0,1
164,0,1.0,1,0.20834380497612465,0.016908073949327893,0.0,0,0,1
165,0,1.0,1,0.007288263382759489,0.07746484096553544,0.5,0,0,1
166,1,1.0,1,0.10781603417944208,0.04006213192611313,0.2,0,0,1
167,1,0.0,0,0.3465694898215632,0.10735285047192313,0.1,0,0,1
168,0,1.0,0,0.5601910027645137,0.05445717323939373,0.5,0,0,1
169,0,0.0,1,0.3465694898215632,0.050602229972447406,0.0,0,0,1
170,0,1.0,1,0.3465694898215632,0.11027245763075773,0.0,0,0,1
171,0,0.0,1,0.7612465443578789,0.06538764528744409,0.0,0,0,1
172,0,1.0,1,0.04498617743151546,0.056848213999904744,0.5,0,1,0
173,1,1.0,0,0.007288263382759489,0.021730754366528396,0.2,0,0,1
174,0,1.0,1,0.2586076903744659,0.015468569817999833,0.0,0,0,1
175,0,0.0,1,0.6984166876099522,0.05991421140938287,0.0,1,0,0
176,0,1.0,1,0.22090977632570996,0.015330377421392339,0.2,0,0,1
177,0,1.0,1,0.3465694898215632,0.04970768794751499,0.4,0,0,1
178,0,0.0,0,0.6230208595124404,0.05604306762136532,0.0,1,0,0
179,0,0.5,1,0.37170143252073384,0.025374310111545468,0.0,0,0,1
180,0,1.0,1,0.4470972606182458,0.0,0.0,0,0,1
181,0,1.0,0,0.3465694898215632,0.13575255909676823,1.0,0,0,1
182,0,0.5,1,0.3465694898215632,0.02937564362913533,0.0,1,0,0
183,0,1.0,1,0.10781603417944208,0.061264319894317944,0.6,0,0,1
184,1,0.5,1,0.007288263382759489,0.0761229303346364,0.3,0,0,1
185,1,1.0,0,0.04498617743151546,0.04298993693898376,0.2,0,0,1
186,0,0.0,1,0.3465694898215632,0.09759350042902103,0.0,0,0,1
187,1,1.0,0,0.3465694898215632,0.030253985132996517,0.1,0,1,0
188,1,0.0,1,0.5601910027645137,0.051822148727810165,0.0,0,0,1
189,0,1.0,1,0.4973611460165871,0.030253985132996517,0.2,0,1,0
190,0,1.0,1,0.4470972606182458,0.015411575213749284,0.0,0,0,1
191,1,0.5,0,0.39683337521990447,0.025374310111545468,0.0,0,0,1
192,0,0.5,1,0.23347574767529528,0.025374310111545468,0.0,0,0,1
193,1,1.0,0,0.23347574767529528,0.015330377421392339,0.1,0,0,1
194,1,0.5,1,0.032420206081930136,0.050748620223090936,0.2,0,0,1
195,1,0.0,0,0.5476250314149284,0.05410739813385612,0.0,1,0,0
196,1,0.0,0,0.7235486303091229,0.2859895551532101,0.0,1,0,0
197,0,1.0,1,0.3465694898215632,0.015126992566498259,0.0,0,1,0
198,0,1.0,1,0.5224930887157577,0.01640390592611157,0.1,0,0,1
199,1,1.0,0,0.3465694898215632,0.015126992566498259,0.0,0,1,0
200,0,0.5,0,0.2963056044232219,0.025374310111545468,0.0,0,0,1
201,0,1.0,1,0.3465694898215632,0.018542765081513996,0.0,0,0,1
202,0,1.0,1,0.3465694898215632,0.13575255909676823,1.0,0,0,1
203,0,1.0,1,0.42196531791907516,0.012678957201736696,0.0,0,0,1
204,0,1.0,1,0.5664739884393063,0.014102260811993537,0.0,1,0,0
205,1,1.0,1,0.22090977632570996,0.015712553569072387,0.0,0,0,1
206,0,1.0,0,0.01985423473234481,0.02042143996477265,0.1,0,0,1
207,0,1.0,1,0.39683337521990447,0.030937139635999665,0.1,0,0,1
208,1,1.0,1,0.32143754712239253,0.036670757786204655,0.0,1,0,0
209,1,1.0,0,0.19577783362653933,0.015126992566498259,0.0,0,1,0
210,1,0.0,1,0.4973611460165871,0.060507970265993034,0.0,1,0,0
211,0,1.0,1,0.2963056044232219,0.013760683560491965,0.0,0,0,1
212,1,0.5,0,0.43453128926866047,0.04098927018018883,0.0,0,0,1
213,0,1.0,1,0.2711736617240513,0.014151057562208049,0.0,0,0,1
214,0,0.5,1,0.37170143252073384,0.025374310111545468,0.0,0,0,1
215,0,1.0,1,0.3465694898215632,0.015126992566498259,0.1,0,1,0
216,1,0.0,0,0.38426740387031916,0.22109807522194713,0.1,1,0,0
217,1,1.0,0,0.33400351847197784,0.015468569817999833,0.0,0,0,1
218,0,0.5,1,0.5224930887157577,0.05270049023167135,0.1,0,0,1
219,1,0.0,0,0.39683337521990447,0.14891148113361488,0.0,1,0,0
220,0,0.5,1,0.37170143252073384,0.020494635090094415,0.0,0,0,1
221,1,1.0,1,0.19577783362653933,0.015712553569072387,0.0,0,0,1
222,0,0.5,1,0.33400351847197784,0.025374310111545468,0.0,0,0,1
223,0,1.0,1,0.6355868308620256,0.015712553569072387,0.0,0,0,1
224,0,1.0,1,0.3465694898215632,0.015411575213749284,0.0,0,0,1
225,1,0.0,1,0.4722292033174164,0.17566830077223786,0.1,0,0,1
226,0,1.0,1,0.2711736617240513,0.01824998458022693,0.0,0,0,1
227,1,0.5,1,0.23347574767529528,0.020494635090094415,0.0,0,0,1
228,0,1.0,1,0.2523247046996733,0.014151057562208049,0.0,0,0,1
229,0,0.5,1,0.22090977632570996,0.025374310111545468,0.0,0,0,1
230,0,1.0,0,0.3465694898215632,0.04970768794751499,0.4,0,0,1
231,1,0.0,0,0.43453128926866047,0.16293234896625058,0.1,0,0,1
232,0,1.0,1,0.35913546117114853,0.015175789316712771,0.0,0,0,1
233,0,0.5,1,0.7361146016587082,0.026350245115835676,0.0,0,0,1
234,1,1.0,0,0.05755214878110078,0.061264319894317944,0.6,0,0,1
235,0,0.5,1,0.2963056044232219,0.020494635090094415,0.0,0,0,1
236,0,1.0,0,0.3465694898215632,0.014736618564782174,0.0,0,0,1
237,0,0.5,1,0.5476250314149284,0.050748620223090936,0.1,0,0,1
238,1,0.5,0,0.09525006282985675,0.05123658772523604,0.2,0,0,1
239,0,0.5,1,0.23347574767529528,0.020494635090094415,0.0,0,0,1
240,0,0.5,1,0.4093993465694898,0.023959204355324663,0.0,0,0,1
241,0,1.0,0,0.3465694898215632,0.028212719478023115,0.1,1,0,0
242,1,1.0,0,0.3465694898215632,0.030253985132996517,0.1,0,1,0
243,0,0.5,1,0.35913546117114853,0.020494635090094415,0.0,0,0,1
244,0,1.0,1,0.2711736617240513,0.013907073811135496,0.0,0,0,1
245,0,1.0,1,0.37170143252073384,0.014102260811993537,0.0,1,0,0
246,0,0.0,1,0.5476250314149284,0.17566830077223786,0.2,0,1,0
247,0,1.0,0,0.3088715757728072,0.015175789316712771,0.0,0,0,1
248,1,0.5,0,0.2963056044232219,0.028302115124416098,0.2,0,0,1
249,1,0.0,1,0.4596632319678311,0.10257896680493714,0.2,0,0,1
250,0,0.5,1,0.6732847449107816,0.050748620223090936,0.1,0,0,1
251,0,1.0,1,0.3465694898215632,0.014151057562208049,0.0,0,0,1
252,0,1.0,0,0.35913546117114853,0.02042143996477265,0.2,0,0,1
253,0,0.0,1,0.7738125157074642,0.051822148727810165,0.0,0,0,1
254,0,1.0,1,0.37170143252073384,0.031425107138144774,0.1,0,0,1
255,0,1.0,0,0.5099271173661724,0.039452172548431745,0.2,0,0,1
256,1,1.0,0,0.35913546117114853,0.029757819776815374,0.2,1,0,0
257,1,0.0,0,0.3465694898215632,0.15458810467956932,0.0,1,0,0
258,1,0.0,0,0.37170143252073384,0.16883675574220638,0.0,0,0,1
259,1,0.0,0,0.43453128926866047,1.0,0.0,1,0,0
260,1,0.5,0,0.6230208595124404,0.050748620223090936,0.1,0,0,1
261,0,1.0,1,0.3465694898215632,0.015126992566498259,0.0,0,1,0
262,1,1.0,1,0.032420206081930136,0.061264319894317944,0.6,0,0,1
263,0,0.0,1,0.648152802211611,0.1554664461834305,0.2,0,0,1
264,0,0.0,1,0.4973611460165871,0.0,0.0,0,0,1
265,0,1.0,0,0.3465694898215632,0.015126992566498259,0.0,0,1,0
266,0,0.5,1,0.4470972606182458,0.020494635090094415,0.0,0,0,1
267,0,1.0,1,0.19577783362653933,0.07746484096553544,0.5,0,0,1
268,1,1.0,1,0.3088715757728072,0.015175789316712771,0.1,0,0,1
269,1,0.0,0,0.7235486303091229,0.2995388511917728,0.1,0,0,1
270,1,0.0,0,0.43453128926866047,0.2647385704347907,0.0,0,0,1
271,0,0.0,1,0.3465694898215632,0.060507970265993034,0.0,0,0,1
272,1,1.0,1,0.3088715757728072,0.0,0.0,0,0,1
273,1,0.5,0,0.5099271173661724,0.0380614651673182,0.1,0,0,1
274,0,0.0,1,0.4596632319678311,0.057970539254838485,0.1,1,0,0
275,1,1.0,0,0.3465694898215632,0.015126992566498259,0.0,0,1,0
276,1,0.0,0,0.7863784870570495,0.15216446768991498,0.1,0,0,1
277,0,1.0,0,0.5601910027645137,0.015126992566498259,0.0,0,0,1
278,0,0.5,1,0.3465694898215632,0.0,0.0,0,0,1
279,0,1.0,1,0.08268409148027142,0.056848213999904744,0.5,0,1,0
280,1,1.0,0,0.43453128926866047,0.03952536767375352,0.2,0,0,1
281,0,1.0,1,0.8115104297562201,0.015126992566498259,0.0,0,1,0
282,0,1.0,1,0.3465694898215632,0.015330377421392339,0.0,0,0,1
283,0,1.0,1,0.19577783362653933,0.018542765081513996,0.0,0,0,1
284,1,1.0,1,0.23347574767529528,0.015712553569072387,0.0,0,0,1
285,0,0.0,1,0.3465694898215632,0.050748620223090936,0.0,0,0,1
286,0,1.0,1,0.4093993465694898,0.016908073949327893,0.0,1,0,0
287,1,1.0,1,0.37170143252073384,0.018542765081513996,0.0,0,0,1
288,0,1.0,1,0.2711736617240513,0.015411575213749284,0.0,0,0,1
289,1,0.5,1,0.5224930887157577,0.025374310111545468,0.0,0,0,1
290,1,1.0,0,0.2711736617240513,0.015126992566498259,0.0,0,1,0
291,1,0.0,0,0.32143754712239253,0.15390495017656614,0.0,0,0,1
292,1,0.0,0,0.23347574767529528,0.17777475888549785,0.1,1,0,0
293,0,0.5,1,0.4470972606182458,0.025130326360472913,0.0,1,0,0
294,0,1.0,0,0.2963056044232219,0.01727404957593672,0.0,0,0,1
295,0,1.0,1,0.2963056044232219,0.015411575213749284,0.0,0,0,1
296,0,0.0,1,0.3465694898215632,0.05410739813385612,0.0,1,0,0
297,0,1.0,1,0.2900226187484292,0.014110458666029575,0.0,1,0,0
298,0,0.0,0,0.01985423473234481,0.29580589980036276,0.3,0,0,1
299,1,0.0,1,0.3465694898215632,0.05953203526170282,0.0,0,0,1
300,1,0.0,0,0.6230208595124404,0.4831284260198326,0.1,1,0,0
301,1,1.0,0,0.3465694898215632,0.015126992566498259,0.0,0,1,0
302,1,1.0,1,0.3465694898215632,0.04538097769949478,0.2,0,1,0
303,0,1.0,1,0.23347574767529528,0.0,0.0,0,0,1
304,1,0.5,0,0.3465694898215632,0.024105594605968193,0.0,0,1,0
305,0,1.0,1,0.3465694898215632,0.015712553569072387,0.0,0,0,1
306,1,0.0,1,0.0062829856747926615,0.29580589980036276,0.3,0,0,1
307,1,0.0,0,0.3465694898215632,0.21642978772242535,0.0,1,0,0
308,1,0.0,0,0.20834380497612465,0.2125586439344078,0.1,1,0,0
309,0,0.5,1,0.37170143252073384,0.04684488020593009,0.1,1,0,0
310,1,0.0,0,0.37170143252073384,0.11111839809247648,0.0,1,0,0
311,1,0.0,0,0.2963056044232219,0.16231419173453318,0.0,1,0,0
312,1,0.0,0,0.22090977632570996,0.5121218935012878,0.4,1,0,0
313,0,0.5,0,0.32143754712239253,0.050748620223090936,0.2,0,0,1
314,0,1.0,1,0.3465694898215632,0.015411575213749284,0.0,0,0,1
315,0,0.5,1,0.5350590600653431,0.05123658772523604,0.2,0,0,1
316,1,1.0,0,0.32143754712239253,0.015330377421392339,0.0,0,0,1
317,1,0.5,0,0.2963056044232219,0.050748620223090936,0.1,0,0,1
318,0,0.5,1,0.6732847449107816,0.027326180120125887,0.0,0,0,1
319,1,0.0,0,0.38426740387031916,0.32179836714362564,0.2,0,0,1
320,1,0.0,0,0.4973611460165871,0.2625265161540666,0.2,1,0,0
321,0,1.0,1,0.2711736617240513,0.014151057562208049,0.0,0,0,1
322,0,1.0,1,0.33400351847197784,0.015411575213749284,0.0,0,0,1
323,1,0.5,0,0.37170143252073384,0.024105594605968193,0.0,0,1,0
324,1,0.5,0,0.2711736617240513,0.056604230248832196,0.2,0,0,1
325,0,1.0,1,0.3465694898215632,0.13575255909676823,1.0,0,0,1
326,1,0.0,0,0.4470972606182458,0.2647385704347907,0.0,1,0,0
327,0,1.0,1,0.7612465443578789,0.012174789178520372,0.0,0,0,1
328,1,0.5,0,0.4470972606182458,0.025374310111545468,0.0,0,0,1
329,1,1.0,0,0.38426740387031916,0.04006213192611313,0.2,0,0,1
330,1,0.0,0,0.19577783362653933,0.11316786160148591,0.1,1,0,0
331,1,1.0,0,0.3465694898215632,0.04538097769949478,0.2,0,1,0
332,0,0.0,1,0.5664739884393063,0.055628295244541985,0.0,0,0,1
333,0,0.0,1,0.4722292033174164,0.2995388511917728,0.1,0,0,1
334,0,1.0,1,0.19577783362653933,0.03513366015444757,0.2,0,0,1
335,1,0.0,0,0.3465694898215632,0.2608674266467732,0.1,0,0,1
336,0,1.0,1,0.3465694898215632,0.015411575213749284,0.0,0,0,1
337,0,0.0,1,0.35913546117114853,0.12999454257145598,0.1,0,0,1
338,1,0.0,0,0.5099271173661724,0.2625265161540666,0.0,1,0,0
339,1,1.0,1,0.5601910027645137,0.015712553569072387,0.0,0,0,1
340,0,0.0,1,0.5601910027645137,0.06929138530460492,0.0,0,0,1
341,1,0.5,1,0.01985423473234481,0.050748620223090936,0.2,0,0,1
342,1,0.0,0,0.2963056044232219,0.5133418122566505,0.5,0,0,1
343,0,0.5,1,0.3465694898215632,0.025374310111545468,0.0,0,0,1
344,0,0.5,1,0.3088715757728072,0.025374310111545468,0.0,0,0,1
345,0,0.5,1,0.4470972606182458,0.025374310111545468,0.0,0,0,1
346,1,0.5,0,0.2963056044232219,0.025374310111545468,0.0,0,0,1
347,1,0.5,0,0.4973611460165871,0.025374310111545468,0.0,0,0,1
348,1,1.0,0,0.3465694898215632,0.031425107138144774,0.1,0,0,1
349,1,1.0,1,0.032420206081930136,0.031034733136428686,0.2,0,0,1
350,0,1.0,1,0.5224930887157577,0.016908073949327893,0.0,0,0,1
351,0,1.0,1,0.2837396330736366,0.01800600082915438,0.0,0,0,1
352,0,0.0,1,0.3465694898215632,0.06831545030031472,0.0,0,0,1
353,0,1.0,1,0.18321186227695402,0.014110458666029575,0.2,1,0,0
354,0,1.0,1,0.3088715757728072,0.034743286152731485,0.1,0,0,1
355,0,1.0,1,0.3465694898215632,0.014102260811993537,0.0,1,0,0
356,0,1.0,1,0.3465694898215632,0.018542765081513996,0.0,0,0,1
357,1,0.0,0,0.2711736617240513,0.10735285047192313,0.1,0,0,1
358,0,0.5,0,0.4722292033174164,0.025374310111545468,0.0,0,0,1
359,1,1.0,0,0.3465694898215632,0.01537917417160685,0.0,0,1,0
360,1,1.0,0,0.3465694898215632,0.01537917417160685,0.0,0,1,0
361,0,1.0,1,0.4973611460165871,0.05445717323939373,0.5,0,0,1
362,0,0.5,1,0.35913546117114853,0.05410739813385612,0.1,1,0,0
363,0,1.0,0,0.5601910027645137,0.028212719478023115,0.1,1,0,0
364,0,1.0,1,0.43453128926866047,0.013760683560491965,0.0,0,0,1
365,0,1.0,1,0.3465694898215632,0.030253985132996517,0.1,0,1,0
366,0,1.0,1,0.37170143252073384,0.014151057562208049,0.0,0,0,1
